 slim_762187291 slim_762187292 slim_762187302 slim_762187342 slim_762187326 slim_762187285 slim_762187294 slim_762187323 slim_762187321 slim_762187320 slim_762187299 slim_762187305 slim_762187349 slim_762187306 slim_762187344 slim_762187339 slim_762187336 slim_762187329 slim_762187350 slim_762187327 slim_762187303 slim_762187330 slim_762187295 slim_762187328 slim_762187345 slim_762187331 slim_762187325 slim_762187286 slim_762187304 slim_762187340 slim_762187346 slim_762187315 slim_762187288 slim_762187301 slim_762187351 slim_762187300 slim_762187322 slim_762187298 slim_762187293 slim_762187308 slim_762187337 slim_762187343 slim_762187335 slim_762187334 slim_762187319 slim_762187347 slim_762187314 slim_762187296 slim_762187313 slim_762187316 slim_762187307 slim_762187312 slim_762187309 slim_762187287 slim_762187311 slim_762187341 slim_762187333 slim_762187318 slim_762187338 slim_762187290 slim_762187289 slim_762187348 slim_762187297 slim_762187310 slim_762187324 slim_762187317 slim_762187332
0 2e-06 1.6e-06 3.05e-06 2.3e-06 1.65e-06 2e-06 2.7e-06 2.7e-06 3e-06 2.95e-06 2.05e-06 2.35e-06 2.55e-06 1.2e-06 1.45e-06 2.05e-06 2.95e-06 2.5e-06 2.45e-06 2.15e-06 3.05e-06 1.9e-06 2.6e-06 1.9e-06 2.55e-06 2.5e-06 2.65e-06 1.25e-06 3.25e-06 2.85e-06 1.35e-06 2.9e-06 1.85e-06 2.65e-06 2.9e-06 2.8e-06 3e-06 2.5e-06 2.85e-06 2.8e-06 1.2e-06 2.8e-06 2.45e-06 1.65e-06 1.6e-06 2.65e-06 1.95e-06 1.85e-06 2.55e-06 3.05e-06 2.6e-06 2.9e-06 1.9e-06 1.2e-06 2.65e-06 2.85e-06 1.9e-06 2.1e-06 2.15e-06 2.9e-06 1.95e-06 1.9e-06 2.15e-06 1.95e-06 1.95e-06 1.8e-06 2e-06
1 1.6e-06 2.8e-06 2.95e-06 2.65e-06 2.4e-06 2.6e-06 3.05e-06 3.25e-06 2.7e-06 3e-06 2.8e-06 2.7e-06 3.25e-06 1.8e-06 2.05e-06 2.8e-06 3e-06 3.25e-06 3.15e-06 2.75e-06 3.2e-06 2.5e-06 3.3e-06 2.7e-06 3.3e-06 3.2e-06 3.2e-06 2.05e-06 2.9e-06 3.25e-06 1.95e-06 2.95e-06 2.25e-06 2.95e-06 2.95e-06 3.35e-06 2.7e-06 3.25e-06 3.4e-06 2.95e-06 2e-06 2.95e-06 2.8e-06 2.2e-06 2.15e-06 2.7e-06 2.7e-06 2.6e-06 3.15e-06 2.95e-06 3.2e-06 3.45e-06 2.3e-06 1.8e-06 3.2e-06 2.9e-06 2.3e-06 2.65e-06 2.3e-06 3.3e-06 2.55e-06 2.45e-06 2.75e-06 2.35e-06 2.55e-06 2.35e-06 2.75e-06
2 3.05e-06 2.95e-06 3.4e-06 2.7e-06 2.8e-06 2.3e-06 2.8e-06 2.15e-06 2.45e-06 2.3e-06 2.85e-06 2.8e-06 2.45e-06 2.85e-06 3.25e-06 2.85e-06 2.3e-06 2.5e-06 2.75e-06 2.4e-06 2.25e-06 2.2e-06 2.6e-06 2.75e-06 2.55e-06 2.4e-06 2.05e-06 2.9e-06 2.4e-06 2.65e-06 3.3e-06 2e-06 2.8e-06 2.4e-06 2.25e-06 2.35e-06 2.3e-06 2.5e-06 2.4e-06 2.3e-06 2.85e-06 2e-06 2.85e-06 3.1e-06 3.05e-06 2.3e-06 2.65e-06 2.7e-06 2.35e-06 1.85e-06 2.1e-06 2.35e-06 2.5e-06 3.15e-06 2.05e-06 2.2e-06 2.5e-06 3e-06 2.4e-06 1.9e-06 2.25e-06 2.6e-06 2.4e-06 2.55e-06 2.25e-06 2.65e-06 2.8e-06
3 2.3e-06 2.65e-06 2.7e-06 2.9e-06 1.9e-06 2.2e-06 2.35e-06 2.05e-06 2.85e-06 2.25e-06 1.85e-06 1.7e-06 1.7e-06 2e-06 2.1e-06 1.8e-06 2.3e-06 1.65e-06 1.85e-06 2.15e-06 2.45e-06 2.1e-06 1.65e-06 1.7e-06 1.65e-06 1.65e-06 2e-06 1.9e-06 2.6e-06 1.95e-06 2.4e-06 2.3e-06 2.35e-06 1.75e-06 2.25e-06 1.95e-06 2.85e-06 1.65e-06 2.05e-06 1.85e-06 1.85e-06 1.9e-06 2.35e-06 2.3e-06 2.25e-06 2.25e-06 1.8e-06 1.8e-06 1.8e-06 2.6e-06 1.95e-06 2.2e-06 2.5e-06 2.25e-06 2e-06 2.2e-06 2.5e-06 2.5e-06 1.85e-06 2.3e-06 2.15e-06 2.3e-06 2.15e-06 2.55e-06 2.15e-06 1.95e-06 1.75e-06
4 1.65e-06 2.4e-06 2.8e-06 1.9e-06 1.6e-06 1.65e-06 2.5e-06 2.05e-06 3.2e-06 2.45e-06 1.4e-06 2e-06 1.45e-06 1.35e-06 1.85e-06 1.4e-06 2.45e-06 1.5e-06 1.3e-06 1.75e-06 2.9e-06 1.6e-06 1.7e-06 1.25e-06 1.5e-06 1.4e-06 1.9e-06 9e-07 3.3e-06 2.25e-06 1.85e-06 2.35e-06 2e-06 2.05e-06 2.4e-06 2.1e-06 3.2e-06 1.5e-06 2.15e-06 2.2e-06 9e-07 2.5e-06 2e-06 1.65e-06 1.6e-06 1.9e-06 1.25e-06 1.3e-06 1.85e-06 2.8e-06 1.95e-06 2.25e-06 2.4e-06 1.7e-06 1.9e-06 2.35e-06 2.4e-06 2.3e-06 1.8e-06 2.45e-06 1.6e-06 1.8e-06 1.75e-06 2.45e-06 1.65e-06 1.6e-06 1.35e-06
5 2e-06 2.6e-06 2.3e-06 2.2e-06 1.65e-06 2.7e-06 2.6e-06 1.65e-06 3.2e-06 2.6e-06 1.85e-06 2.3e-06 1.8e-06 1.75e-06 2.3e-06 1.85e-06 2.6e-06 1.8e-06 2e-06 1.5e-06 2.3e-06 1.35e-06 1.95e-06 1.7e-06 1.85e-06 1.75e-06 1.55e-06 1.5e-06 3.25e-06 2.3e-06 2.25e-06 2.45e-06 2.25e-06 2.15e-06 2.55e-06 1.85e-06 3.2e-06 1.8e-06 1.9e-06 2.2e-06 1.5e-06 1.9e-06 2.55e-06 2.3e-06 2.25e-06 2.5e-06 1.65e-06 1.7e-06 1.8e-06 2.25e-06 1.55e-06 1.85e-06 1.95e-06 2.1e-06 1.55e-06 2.5e-06 1.95e-06 2.3e-06 2e-06 1.55e-06 1.35e-06 2.1e-06 1.55e-06 2e-06 1.4e-06 1.85e-06 1.8e-06
6 2.7e-06 3.05e-06 2.8e-06 2.35e-06 2.5e-06 2.6e-06 3.3e-06 2.1e-06 2.35e-06 2.5e-06 2.3e-06 2.45e-06 2e-06 2.65e-06 2.8e-06 2.3e-06 2.35e-06 1.95e-06 2.1e-06 2.6e-06 2.6e-06 2.5e-06 1.95e-06 2.2e-06 2e-06 1.95e-06 2.25e-06 2.55e-06 2.8e-06 1.95e-06 2.85e-06 2.5e-06 2.05e-06 2.05e-06 2.3e-06 2.3e-06 2.35e-06 1.95e-06 2.25e-06 2.2e-06 2.5e-06 2.3e-06 2.05e-06 2.7e-06 2.65e-06 2.65e-06 2.25e-06 2.25e-06 1.85e-06 2.8e-06 2.2e-06 2.45e-06 2.7e-06 2.7e-06 2.25e-06 2.4e-06 2.7e-06 2.75e-06 2.4e-06 2.6e-06 2.55e-06 2.65e-06 2.6e-06 2.75e-06 2.55e-06 2.45e-06 2.25e-06
7 2.7e-06 3.25e-06 2.15e-06 2.05e-06 2.05e-06 1.65e-06 2.1e-06 1.8e-06 3.2e-06 2.2e-06 1.75e-06 2.15e-06 1.15e-06 2.3e-06 2.65e-06 1.75e-06 2.05e-06 1.15e-06 1.4e-06 1.6e-06 1.85e-06 1.55e-06 1.2e-06 1.65e-06 1.2e-06 1.1e-06 1e-06 2.25e-06 3e-06 1.75e-06 2.8e-06 2.1e-06 2.7e-06 1.6e-06 2e-06 1.2e-06 3.2e-06 1.15e-06 1.15e-06 1.7e-06 2.2e-06 1.45e-06 2.5e-06 2.5e-06 2.45e-06 2.4e-06 1.6e-06 1.75e-06 9.5e-07 2.05e-06 1e-06 1.25e-06 2e-06 2.65e-06 1e-06 2.1e-06 2e-06 2.25e-06 2.1e-06 1.05e-06 1.6e-06 2.35e-06 1.6e-06 2.05e-06 1.6e-06 1.8e-06 1.7e-06
8 3e-06 2.7e-06 2.45e-06 2.85e-06 3.2e-06 3.2e-06 2.35e-06 3.2e-06 2.8e-06 2.3e-06 3.35e-06 2.95e-06 3.15e-06 3.15e-06 3.25e-06 3.35e-06 2.4e-06 3.15e-06 3.3e-06 3.35e-06 2.9e-06 3.1e-06 3.2e-06 3.25e-06 3.2e-06 3.1e-06 3.15e-06 3.25e-06 2.2e-06 2.7e-06 3.3e-06 2.4e-06 2.2e-06 2.7e-06 2.35e-06 3.3e-06 1.55e-06 3.15e-06 3.35e-06 2.65e-06 3.2e-06 2.7e-06 2.35e-06 3.15e-06 3.1e-06 2.35e-06 3.25e-06 3.15e-06 3.1e-06 2.4e-06 3.15e-06 3.4e-06 3.05e-06 3.15e-06 3.15e-06 2.3e-06 3.05e-06 3.35e-06 2.65e-06 3.3e-06 3.15e-06 2.8e-06 3.35e-06 3.1e-06 3.15e-06 3.15e-06 3.3e-06
9 2.95e-06 3e-06 2.3e-06 2.25e-06 2.45e-06 2.6e-06 2.5e-06 2.2e-06 2.3e-06 3.2e-06 2.3e-06 2.4e-06 1.95e-06 2.65e-06 2.95e-06 2.2e-06 1.85e-06 1.9e-06 2.15e-06 2.6e-06 2.6e-06 2.5e-06 1.7e-06 2.2e-06 1.95e-06 1.9e-06 2.2e-06 2.6e-06 2.35e-06 2.15e-06 3.1e-06 1.9e-06 2.75e-06 2.05e-06 1.8e-06 2.1e-06 2.45e-06 1.9e-06 2.25e-06 1.85e-06 2.55e-06 2.25e-06 2.65e-06 2.85e-06 2.8e-06 1.95e-06 2.25e-06 2.15e-06 1.95e-06 2.15e-06 2.15e-06 2.3e-06 2.9e-06 2.95e-06 2.2e-06 1.75e-06 2.9e-06 2.85e-06 2.1e-06 2.5e-06 2.55e-06 2.35e-06 2.6e-06 2.95e-06 2.55e-06 2.4e-06 2.15e-06
