 slim_337500593 slim_337500422 slim_337500681 slim_337500577 slim_337500612 slim_337500658 slim_337500446 slim_337500606 slim_337500696 slim_337500647 slim_337500661 slim_337500680 slim_337500648 slim_337500684 slim_337500560 slim_337500423 slim_337500534 slim_337500682 slim_337500494 slim_337500699 slim_337500629 slim_337500594 slim_337500235 slim_337500649 slim_337500663 slim_337500371 slim_337500499 slim_337500469 slim_337500627 slim_337500677 slim_337500685 slim_337500359 slim_337500694 slim_337500565 slim_337500394 slim_337500316 slim_337500529 slim_337500689 slim_337500618 slim_337500625 slim_337500536 slim_337500679 slim_337500611 slim_337500664 slim_337500686 slim_337500698 slim_337500693 slim_337500630 slim_337500675 slim_337500691 slim_337500548 slim_337500653 slim_337500441 slim_337500370 slim_337500434 slim_337500659 slim_337500550 slim_337500547 slim_337500638 slim_337500624 slim_337500640 slim_337500605 slim_337500563 slim_337500668 slim_337500582 slim_337500485 slim_337500595 slim_337500553 slim_337500588 slim_337500070 slim_337500479 slim_337500676 slim_337500487 slim_337500632 slim_337500600 slim_337500450 slim_337500280 slim_337500598 slim_337500516 slim_337500688 slim_337500674 slim_337500660 slim_337500643 slim_337500341 slim_337500651 slim_337500448 slim_337500579 slim_337500540 slim_337500687 slim_337500610 slim_337500683 slim_337500695 slim_337500667 slim_337500665 slim_337500678 slim_337500585 slim_337500654
0 0.0001385 0.000195 9.505e-05 8.69e-05 8.695e-05 9.89e-05 0.0001102 0.0001109 6.995e-05 0.0001311 9.53e-05 7.165e-05 0.0001848 0.00010105 7.18e-05 9.515e-05 0.0001248 8.675e-05 7.08e-05 9.515e-05 9.535e-05 0.0001133 6.95e-05 9.895e-05 0.00019195 0.00021545 0.00018475 0.00011615 0.0001004 0.00022915 0.0001714 0.0001396 9.54e-05 7.185e-05 8.19e-05 9.49e-05 7.175e-05 0.0002851 0.0001143 0.00014525 0.00018685 0.0002006 6.96e-05 0.00014 0.0001012 8.795e-05 0.00012075 0.0001018 0.00028475 8.705e-05 7.195e-05 0.00015005 0.00015825 9.52e-05 0.00019415 0.00025915 7.97e-05 9.89e-05 0.00011575 9.895e-05 0.00011245 8.31e-05 0.0001399 0.00017325 0.0001435 0.00029975 0.00021405 9.91e-05 0.0001701 0.0001002 0.00020055 0.00021565 0.0001852 0.00011865 0.00011225 9.74e-05 0.0002386 0.00011425 0.00017765 8.915e-05 0.00021375 8.705e-05 0.0001847 0.0001855 7.08e-05 0.0001248 9.905e-05 0.0001 9.9e-05 0.0001843 9.54e-05 9.895e-05 6.975e-05 0.00015805 0.0001165 0.00022855 9.51e-05
1 0.000195 0.0002146 0.00020375 0.00013005 0.0001302 0.0001306 0.00020475 0.00019505 0.00013 0.00018065 0.00018405 0.00026065 0.0001187 0.0001957 0.0001954 0.00020385 0.00018515 0.00019535 0.0001898 0.00018415 0.0001841 0.00018035 0.0001298 0.0001309 0.0002011 0.0002103 0.0001187 0.000131 0.00022135 0.0001687 0.0001849 0.00025395 0.00018415 0.0001957 0.0002125 0.0002036 0.00019535 0.0001092 0.00018 0.00011915 0.0001838 0.00017925 0.0001299 0.0001753 0.00028935 0.0001956 0.00025815 0.00028385 0.0001077 0.0001303 0.00019555 0.0001953 0.0001798 0.00018395 0.0001828 0.0001698 0.000139 0.0001902 0.0002461 0.00013065 0.00017995 0.00026955 0.00011915 0.0001845 0.00018075 0.00010755 0.0001196 0.00018685 0.0001195 0.00022115 0.00021045 0.0002105 0.00011835 0.0001937 0.00020415 0.0002497 0.0001095 0.0001799 0.00018165 0.00019595 0.0001204 0.0001303 0.0001189 0.00016275 0.00019005 0.0001808 0.0001342 0.00019605 0.0001307 0.0001193 0.00018415 0.0001902 0.00013005 0.00023075 0.0002457 0.0001695 0.00024925
2 9.505e-05 0.00020375 0.0001855 0.00011045 0.00011045 0.0001224 0.00012355 0.0001337 9.33e-05 0.0001405 0.0001178 9.66e-05 0.00019425 0.00012385 9.47e-05 9.3e-05 0.00014745 0.0001123 9.42e-05 0.00011795 0.00011785 0.00012235 9.32e-05 0.0001228 0.00020045 0.0002135 0.0001942 0.00013985 0.0001123 0.00022435 0.00018185 0.0001232 0.00011785 9.505e-05 9.42e-05 9.275e-05 9.465e-05 0.00028125 0.00012335 0.00015505 0.0001956 0.0002103 9.33e-05 0.00014975 0.0001172 0.0001125 0.00011775 0.0001167 0.0002806 0.00011055 9.48e-05 0.00014745 0.0001673 0.0001177 0.0001896 0.00025475 9.37e-05 0.0001229 0.00012425 0.0001225 0.0001225 9.58e-05 0.00014945 0.0001822 0.00015255 0.00029535 0.0002237 0.00012285 0.0001799 0.00011215 0.00019885 0.0002137 0.0001943 0.00012795 0.0001103 0.0001194 0.00024765 0.00012315 0.00017605 0.0001122 0.00022355 0.00011055 0.0001945 0.0001955 9.45e-05 0.00014775 0.00012265 0.00012455 0.0001225 0.0001939 0.0001179 0.0001229 9.34e-05 0.0001529 0.0001249 0.0002238 0.00011965
3 8.69e-05 0.00013005 0.00011045 3.67e-05 1.865e-05 3.305e-05 0.0001108 0.0001118 1.915e-05 0.00012115 0.00010675 0.000156 0.00011945 0.0001018 8.795e-05 0.00011055 0.0001212 8.67e-05 8.085e-05 0.0001068 0.0001068 0.00012135 1.89e-05 3.33e-05 0.0002073 0.0002164 0.0001194 3.29e-05 0.0001159 0.0002223 0.00018915 0.0002135 0.00010685 8.82e-05 0.00010665 0.0001103 8.79e-05 0.00021845 0.000122 9.51e-05 0.0001881 0.0001948 1.9e-05 0.0001467 0.00018415 8.795e-05 0.0001984 0.00017805 0.00021975 1.875e-05 8.81e-05 0.0001664 0.000151 0.00010665 0.0002087 0.00025085 2.915e-05 9.425e-05 0.00019055 3.31e-05 0.00012015 0.0001657 8.985e-05 0.0001885 0.000136 0.00021985 0.00013365 9e-05 0.0001199 0.0001157 0.0002164 0.0002166 0.00011985 0.00013275 0.00011015 0.0001758 0.00017415 0.0001218 0.0001866 8.79e-05 0.000133 1.885e-05 0.00011955 0.0001655 8.105e-05 0.00013575 3.73e-05 0.00010235 3.315e-05 0.0001187 0.00010685 9.425e-05 1.915e-05 0.0002246 0.000191 0.00022205 0.00017475
4 8.695e-05 0.0001302 0.00011045 1.865e-05 3.7e-05 3.29e-05 0.00011095 0.000112 1.905e-05 0.0001213 0.00010685 0.0001561 0.00011945 0.00010195 8.8e-05 0.0001104 0.0001214 8.68e-05 8.09e-05 0.00010695 0.0001069 0.0001213 1.89e-05 3.34e-05 0.0002074 0.00021655 0.00011925 3.305e-05 0.0001159 0.00022245 0.00018925 0.00021365 0.0001069 8.83e-05 0.00010675 0.0001103 8.795e-05 0.0002186 0.000122 9.52e-05 0.00018825 0.00019495 1.9e-05 0.00014675 0.00018425 8.805e-05 0.0001986 0.00017815 0.0002199 1.875e-05 8.81e-05 0.00016655 0.00015105 0.00010675 0.00020885 0.000251 2.915e-05 9.435e-05 0.0001907 3.315e-05 0.00012035 0.00016585 8.985e-05 0.00018865 0.00013615 0.00022 0.0001338 9.01e-05 0.00012 0.00011575 0.00021655 0.00021675 0.0001199 0.0001326 0.0001103 0.000176 0.0001742 0.00012185 0.00018665 8.805e-05 0.00013315 1.885e-05 0.00011965 0.00016565 8.115e-05 0.0001358 3.735e-05 0.00010245 3.32e-05 0.00011875 0.00010695 9.435e-05 1.91e-05 0.0002247 0.00019115 0.00022215 0.0001749
5 9.89e-05 0.0001306 0.0001224 3.305e-05 3.29e-05 6.09e-05 0.0001084 0.0001113 3.1e-05 0.00013635 0.0001189 0.0001679 0.0001193 9.945e-05 9.985e-05 0.00012235 0.0001191 0.00010105 9.275e-05 0.00011905 0.00011895 0.00013365 3.09e-05 3.1e-05 0.0002071 0.00021635 0.0001191 3.3e-05 0.0001278 0.00022295 0.00018915 0.00022625 0.00011895 0.0001002 0.0001186 0.00012225 9.98e-05 0.0002064 0.0001346 0.00010765 0.000188 0.00018065 3.1e-05 0.0001591 0.0001956 0.0001023 0.00021065 0.0001895 0.00020775 3.315e-05 9.995e-05 0.0001784 0.0001509 0.0001188 0.0002092 0.00023885 4.1e-05 9.215e-05 0.00020295 3.07e-05 0.0001327 0.0001776 0.00010215 0.00018845 0.0001344 0.00020775 0.00011925 8.765e-05 0.00012 0.00012765 0.00021645 0.00021655 0.00011975 0.0001325 0.0001247 0.00018795 0.00017405 0.00013445 0.00019875 0.00010225 0.0001188 3.315e-05 0.00011955 0.0001654 9.305e-05 0.00014765 3.51e-05 0.0001 3.075e-05 0.0001186 0.000119 9.215e-05 3.11e-05 0.0002377 0.00020365 0.0002224 0.0001869
6 0.0001102 0.00020475 0.00012355 0.0001108 0.00011095 0.0001084 0.0002148 0.0001209 0.0001096 0.0001538 0.0001334 0.0001107 0.0001956 0.000108 0.00010985 0.00012365 0.0001328 0.0001117 0.0001094 0.0001335 0.00013345 0.00015195 0.0001094 0.00010865 0.0002152 0.0002149 0.00019555 0.00011005 0.0001287 0.00023865 0.0001971 0.0001668 0.0001335 0.00011015 0.0001085 0.0001234 0.0001098 0.0002814 0.00015265 0.000184 0.00019505 0.00019495 0.0001095 0.00017885 0.0001295 0.000112 0.0001477 0.000129 0.00028195 0.00011105 0.00011 0.0001771 0.0001687 0.0001333 0.0002174 0.000255 0.0001084 0.00010875 0.0001525 0.00010845 0.00015175 0.0001089 0.00017875 0.0001961 0.0001514 0.0002817 0.00019465 0.0001085 0.00019605 0.0001285 0.00021525 0.0002151 0.0001956 0.00014305 0.0001251 0.0001339 0.00024885 0.00015225 0.0002056 0.00011155 0.00019465 0.00011105 0.00019575 0.00019555 0.00010965 0.00016285 0.00010875 0.0001096 0.00010845 0.00019525 0.0001335 0.00010875 0.00010965 0.0001954 0.0001529 0.00023835 0.0001342
7 0.0001109 0.00019505 0.0001337 0.0001118 0.000112 0.0001113 0.0001209 0.0002179 0.00011005 0.00015515 0.00013425 0.00011055 0.0001853 0.00011165 0.0001095 0.0001338 0.00013605 0.000113 0.0001102 0.00013435 0.0001343 0.00015245 0.00010985 0.0001116 0.00020575 0.0002146 0.00018525 0.0001135 0.00013915 0.0002285 0.00018695 0.0001771 0.00013435 0.0001098 0.0001194 0.00013355 0.0001094 0.0002602 0.00015325 0.00018485 0.00018555 0.00018715 0.00010995 0.00018 0.00014065 0.00011325 0.00015825 0.0001407 0.00026075 0.0001121 0.0001096 0.0001875 0.00015805 0.00013415 0.0002066 0.0002335 0.0001189 0.00011165 0.00015215 0.00011135 0.00015235 0.0001191 0.00017975 0.000185 0.00015455 0.00026065 0.00018685 0.00011165 0.0001857 0.00013895 0.0002148 0.0002148 0.0001853 0.00013185 0.00013585 0.0001339 0.00023865 0.000153 0.0002157 0.0001117 0.00018665 0.0001121 0.00018545 0.00018485 0.00011045 0.00016375 0.00011145 0.00011265 0.0001114 0.00018485 0.00013435 0.00011165 0.0001101 0.00019605 0.0001528 0.0002281 0.0001353
8 6.995e-05 0.00013 9.33e-05 1.915e-05 1.905e-05 3.1e-05 0.0001096 0.00011005 1.2e-06 0.0001232 8.955e-05 0.00013955 0.00011795 0.00010045 7.065e-05 9.34e-05 0.00011995 8.79e-05 6.355e-05 8.975e-05 8.96e-05 0.0001042 1.1e-06 3.145e-05 0.000193 0.0002158 0.0001179 4.92e-05 9.865e-05 0.0002223 0.00017365 0.00019785 8.935e-05 7.105e-05 8.96e-05 9.315e-05 7.06e-05 0.00021985 0.0001052 7.865e-05 0.0001873 0.00019565 1.2e-06 0.00012975 0.00016935 8.915e-05 0.00018205 0.00016325 0.0002199 1.89e-05 7.055e-05 0.00014995 0.0001496 8.945e-05 0.00019495 0.0002523 1.195e-05 9.24e-05 0.0001743 3.11e-05 0.00010335 0.0001492 7.28e-05 0.00017405 0.0001356 0.0002349 0.00014815 8.81e-05 0.0001037 9.86e-05 0.0002009 0.000216 0.0001184 0.0001176 0.00011145 0.00015925 0.0001727 0.00010545 0.00016965 8.89e-05 0.00014765 1.915e-05 0.00011825 0.0001647 6.39e-05 0.00011845 3.53e-05 0.0001012 3.115e-05 0.00011725 8.965e-05 9.24e-05 9.5e-07 0.00020895 0.0001753 0.00022145 0.0001584
9 0.0001311 0.00018065 0.0001405 0.00012115 0.0001213 0.00013635 0.0001538 0.00015515 0.0001232 0.0002392 0.00013635 0.00013975 0.0001803 0.00014495 0.00013155 0.0001406 0.00015005 0.0001295 0.0001309 0.0001364 0.0001364 0.0001223 0.00012295 0.0001366 0.00020705 0.00021615 0.00018025 0.0001348 0.00015885 0.0001792 0.0001894 0.0001396 0.00013645 0.0001318 0.00014075 0.00014035 0.0001315 0.0002366 0.00012205 0.0001561 0.0001888 0.00020125 0.00012305 0.0001549 0.0001675 0.0001301 0.000154 0.00016705 0.0002376 0.0001214 0.0001317 0.00016995 0.0001513 0.00013625 0.00019265 0.00020815 0.0001323 0.00014395 0.00013095 0.0001364 0.000122 0.000149 0.0001512 0.00018885 0.0001351 0.0002375 0.00019375 0.00014015 0.00018065 0.00015865 0.00021635 0.00021635 0.00018065 0.00015975 0.0001388 0.00014495 0.000209 0.00012165 0.0001614 0.0001301 0.0001934 0.0001215 0.0001804 0.0001883 0.0001311 0.0001598 0.0001403 0.00014515 0.00013645 0.00017985 0.00013645 0.00014395 0.0001232 0.0001216 0.0001304 0.0001798 0.0001445
