 slim_337476255 slim_337454222 slim_337469506 slim_337466803 slim_337471370 slim_337477214 slim_337477149 slim_337477129 slim_337477199 slim_337477145 slim_337477197 slim_337477229 slim_337477151 slim_337477275 slim_337477301 slim_337477328 slim_337477304 slim_337477251 slim_337477344 slim_337477268 slim_337477329 slim_337477288 slim_337477331 slim_337477295 slim_337477324 slim_337477250 slim_337477292 slim_337477330 slim_337477326 slim_337477340 slim_337477336 slim_337477325 slim_337477316 slim_337477310 slim_337477397 slim_337477440 slim_337477456 slim_337477348 slim_337477349 slim_337477462 slim_337477377 slim_337477441 slim_337477455 slim_337477385 slim_337477461 slim_337477394 slim_337477407 slim_337477379 slim_337477408 slim_337477387 slim_337477452 slim_337477364 slim_337477423 slim_337477419 slim_337477412 slim_337477439 slim_337477413 slim_337477389 slim_337477388 slim_337477444 slim_337477438 slim_337477370 slim_337477406 slim_337477390 slim_337477410 slim_337477422 slim_337477460 slim_337477401 slim_337477402 slim_337477398 slim_337477418 slim_337477409 slim_337477449 slim_337477450 slim_337477378 slim_337477372 slim_337477428 slim_337477457 slim_337477427 slim_337477442 slim_337477425 slim_337477426 slim_337477400 slim_337477458 slim_337477446 slim_337477454 slim_337477448 slim_337477421 slim_337477447 slim_337477451 slim_337477383 slim_337477396 slim_337477420 slim_337477429 slim_337477432 slim_337477380 slim_337477416
0 0.0008391 0.00082485 0.0008733 0.00082745 0.0008788 0.00081095 0.00087595 0.00084555 0.00090305 0.0008369 0.00087795 0.00085295 0.00061345 0.00087845 0.00082515 0.0008245 0.00064155 0.0008398 0.00077195 0.00067195 0.0008541 0.00089145 0.00083075 0.0008785 0.00067185 0.00088635 0.00089115 0.00086005 0.0008417 0.00087755 0.0006454 0.0008669 0.00089325 0.0008749 0.0008146 0.00088025 0.00088055 0.00088635 0.00085495 0.0008582 0.0006721 0.00075565 0.00085875 0.00083435 0.00087735 0.0008928 0.00064185 0.00085855 0.00087175 0.0008564 0.0006447 0.0008985 0.0008385 0.0006272 0.0008671 0.00089045 0.0009037 0.00084095 0.00083845 0.0006934 0.000806 0.00083525 0.00086745 0.0008511 0.00080785 0.0008939 0.00089015 0.0008582 0.00088335 0.0008622 0.0008942 0.00065525 0.00089355 0.0008846 0.00087225 0.00080345 0.00087425 0.0008786 0.00088195 0.00064725 0.00085845 0.0008648 0.00086185 0.0008243 0.00089295 0.0008623 0.0008464 0.0008181 0.00086515 0.000904 0.00066005 0.00090315 0.0008737 0.00081925 0.0007032 0.0008781 0.0008657
1 0.00082485 0.0008465 0.0008878 0.0008329 0.00088985 0.0009001 0.00085855 0.0008529 0.00078965 0.0008521 0.00087155 0.00086295 0.00085345 0.00087005 0.00085135 0.0008618 0.00085245 0.00083535 0.0008062 0.00089995 0.00088105 0.00088395 0.00085885 0.0008038 0.0008326 0.00086755 0.0008017 0.0008596 0.00083685 0.0008945 0.00085845 0.00088375 0.00090855 0.00083765 0.0008521 0.0008796 0.00089095 0.0008201 0.00080905 0.0008049 0.00083285 0.0007867 0.00087905 0.0008611 0.00088425 0.00090275 0.00085275 0.00087885 0.00089975 0.0008955 0.00082935 0.0009124 0.0008586 0.00086735 0.00088395 0.0008448 0.00090725 0.00088345 0.0008637 0.0007999 0.0008236 0.00087905 0.00087075 0.0008288 0.00081545 0.0009257 0.00087155 0.00085235 0.00087295 0.0008468 0.00063125 0.00081225 0.00089545 0.000839 0.00089405 0.0008829 0.000875 0.0008814 0.0008619 0.0008621 0.0008991 0.00081565 0.0008572 0.0008505 0.0008608 0.0008469 0.00086225 0.00088005 0.00084215 0.00086835 0.0008583 0.0009079 0.00082765 0.00085815 0.0008695 0.0008933 0.000861
2 0.0008733 0.0008878 0.0009431 0.00085655 0.00085285 0.00085895 0.00084485 0.00084245 0.000918 0.00082835 0.0008524 0.0007443 0.00088055 0.0009022 0.00086775 0.00090815 0.0006688 0.0008494 0.0008625 0.00087075 0.00087265 0.0008596 0.0008225 0.0008788 0.00088195 0.0008871 0.0008683 0.00090465 0.0008887 0.00054345 0.0009008 0.00070355 0.00087495 0.00074125 0.0008563 0.00086175 0.00090565 0.00089765 0.00088975 0.00087145 0.0008822 0.00086365 0.0008976 0.00084115 0.000859 0.00067025 0.0006691 0.0008974 0.00070995 0.00087485 0.00085145 0.0008874 0.0008776 0.00085995 0.00070375 0.0008864 0.0008717 0.0008746 0.0008765 0.0009204 0.00086135 0.0006836 0.00085805 0.00085945 0.0008632 0.00067395 0.00086185 0.0008609 0.0007045 0.00086795 0.00089645 0.0008815 0.0008961 0.0008849 0.00091125 0.00082775 0.0007257 0.00087125 0.00089675 0.00088595 0.00089005 0.0008575 0.0009086 0.00084505 0.0008852 0.00086805 0.0008566 0.00087405 0.000894 0.0006851 0.00086785 0.000887 0.0008639 0.0008898 0.0008678 0.0008494 0.0008777
3 0.00082745 0.0008329 0.00085655 0.0008689 0.00084765 0.0008531 0.00085735 0.0008882 0.0008585 0.00089 0.0009016 0.00085365 0.0008667 0.0008577 0.0008944 0.00087555 0.0008324 0.0008723 0.0008334 0.00086615 0.0006703 0.00084315 0.00084425 0.00087835 0.00084355 0.00088695 0.00084125 0.000903 0.0008819 0.00085 0.000801 0.00082165 0.00090005 0.00085455 0.00088995 0.0007603 0.0008317 0.00088915 0.0008475 0.0008811 0.0008438 0.0005923 0.00090315 0.00084965 0.0009025 0.0008797 0.0008327 0.00090295 0.0008753 0.0008809 0.00062325 0.00086045 0.00086615 0.00086275 0.00082185 0.00087545 0.00088625 0.00083 0.00065415 0.00084725 0.0006596 0.00088765 0.0006219 0.00065635 0.0008116 0.00088725 0.00084185 0.0008789 0.00084665 0.0008503 0.0008748 0.0008447 0.00084195 0.0008439 0.0008782 0.0008626 0.00064785 0.000887 0.00083365 0.00081315 0.00087415 0.00084875 0.0009188 0.0008302 0.00090195 0.0008504 0.00087075 0.00087955 0.0008728 0.0008681 0.00084945 0.0009107 0.0008793 0.0008982 0.0008572 0.00089735 0.0008839
4 0.0008788 0.00088985 0.00085285 0.00084765 0.000917 0.00090685 0.00088375 0.00089015 0.0008365 0.0008905 0.00088575 0.00087325 0.0008533 0.0008199 0.00088015 0.00086395 0.0008626 0.000847 0.00083795 0.000889 0.0008748 0.00086475 0.0008604 0.00083855 0.00089875 0.0008195 0.00090435 0.00090415 0.0008535 0.0008376 0.00084245 0.00085905 0.0008633 0.00087575 0.0009401 0.0008644 0.0008265 0.0008382 0.00085845 0.0008622 0.000899 0.0008358 0.000852 0.0008263 0.0008816 0.0008969 0.0008629 0.0008518 0.0008487 0.00089205 0.0008532 0.0008647 0.0008351 0.0008903 0.00085925 0.0008329 0.00086205 0.0006489 0.000825 0.00087175 0.0008541 0.0008702 0.00085195 0.0008594 0.0008252 0.00090605 0.00089705 0.0008435 0.00088955 0.0007926 0.00091965 0.0008488 0.00087465 0.0007861 0.00084005 0.00089885 0.0008403 0.00090635 0.000849 0.0008304 0.00071155 0.00088915 0.0008703 0.00082615 0.0008817 0.0007927 0.0006508 0.00088325 0.00089745 0.0008894 0.0008322 0.0008785 0.0009212 0.0008932 0.0008322 0.0008675 0.00088875
5 0.00081095 0.0009001 0.00085895 0.0008531 0.00090685 0.0008957 0.0009098 0.00087805 0.00091855 0.00089135 0.00087765 0.000822 0.0008142 0.0008867 0.00088635 0.0008467 0.00076955 0.0008627 0.00086415 0.0008271 0.00087555 0.0008805 0.0006945 0.00083645 0.00083855 0.0008613 0.00086365 0.00090005 0.000817 0.00085475 0.0008455 0.0008599 0.00089415 0.00080335 0.000899 0.0008502 0.0008956 0.00084055 0.00090815 0.0008286 0.0008388 0.00086585 0.0008858 0.00078875 0.0008791 0.00082815 0.00076985 0.0008856 0.0009395 0.00087055 0.00079135 0.0008892 0.0008238 0.0008216 0.0008601 0.0008347 0.00086275 0.0008383 0.0008675 0.00084635 0.0008612 0.0008289 0.0008816 0.0008754 0.000854 0.00084195 0.00089345 0.00084935 0.00082615 0.00087645 0.00092585 0.00078455 0.00090445 0.0008863 0.00089895 0.0006733 0.0008355 0.00087055 0.0008966 0.0008306 0.0009047 0.0008695 0.0008789 0.00067385 0.0008731 0.00087655 0.0008965 0.0006821 0.00090575 0.00092835 0.00081075 0.0008832 0.00088545 0.00088815 0.0008431 0.0008753 0.00088285
6 0.00087595 0.00085855 0.00084485 0.00085735 0.00088375 0.0009098 0.0008178 0.0008592 0.00086645 0.0008447 0.0009195 0.00087855 0.00087065 0.00086165 0.00084205 0.0009453 0.00084825 0.0008493 0.0008921 0.0008111 0.000853 0.0008307 0.00091225 0.00091375 0.00087495 0.0008977 0.0008631 0.0009046 0.00090045 0.00086665 0.00084025 0.0008424 0.000931 0.00084505 0.00084795 0.0008135 0.0008786 0.00089415 0.00086295 0.0008846 0.0008752 0.0008547 0.00093335 0.0008969 0.00087465 0.0008735 0.00084855 0.00093315 0.0008624 0.0008636 0.00087575 0.0008736 0.000907 0.00087235 0.0008426 0.00091935 0.0009105 0.00090125 0.00086655 0.0008833 0.0008316 0.0008731 0.000829 0.0008195 0.00091125 0.0008137 0.0008703 0.00088815 0.0008898 0.0008685 0.00086635 0.00088095 0.0008682 0.0008812 0.0009048 0.0008526 0.00090115 0.00088 0.0008717 0.00084835 0.00088285 0.00089155 0.0009267 0.00085425 0.00092715 0.0008686 0.00089195 0.0009199 0.00093655 0.00087195 0.00089705 0.0008244 0.00085785 0.0008939 0.00088235 0.00088895 0.0009173
7 0.00084555 0.0008529 0.00084245 0.0008882 0.00089015 0.00087805 0.0008592 0.0009705 0.0008908 0.0008372 0.00089365 0.0008714 0.00085505 0.00089475 0.0006626 0.00089575 0.00083365 0.00088455 0.00087385 0.00086965 0.0009191 0.00085305 0.0008554 0.0008723 0.00084415 0.00088875 0.0008392 0.0008877 0.0008748 0.00085465 0.00085575 0.00088855 0.0009199 0.00084935 0.0006633 0.00091985 0.00090995 0.0008636 0.00084965 0.00085535 0.0008444 0.00090765 0.0008881 0.0008589 0.0008903 0.00089615 0.00083395 0.0008879 0.0008459 0.00086505 0.0008325 0.0009235 0.0008871 0.00084865 0.00088875 0.0008842 0.00091705 0.00091915 0.00091125 0.0008771 0.0008822 0.00088815 0.00090855 0.00086465 0.00090595 0.0009029 0.00086525 0.0008805 0.0008848 0.00086835 0.0008717 0.00082995 0.0009085 0.00088375 0.00089065 0.00066315 0.0008723 0.00088905 0.0006979 0.000861 0.0008701 0.0008609 0.0008757 0.00083475 0.00089445 0.00086845 0.00090375 0.000854 0.0008683 0.00085335 0.0008583 0.0009034 0.0008289 0.0008678 0.0008526 0.0008811 0.00087855
8 0.00090305 0.00078965 0.000918 0.0008585 0.0008365 0.00091855 0.00086645 0.0008908 0.0009581 0.00088125 0.0008708 0.00088115 0.0008402 0.00085205 0.00087435 0.00090175 0.00089725 0.0008815 0.0008438 0.00091215 0.00087215 0.000845 0.0008884 0.000834 0.00089725 0.0008689 0.00090625 0.00088735 0.0008937 0.00091645 0.00085575 0.00087505 0.0008882 0.00090265 0.0009036 0.0008735 0.0008551 0.00085275 0.0006793 0.0008663 0.0008975 0.0008345 0.0008882 0.00088205 0.00090325 0.00092255 0.00089755 0.000888 0.00090525 0.0009274 0.00088965 0.0008857 0.000893 0.0009 0.00087525 0.0008606 0.0008994 0.0008602 0.00084665 0.0006785 0.00085215 0.0008598 0.00086865 0.00083945 0.0008648 0.0009319 0.0008511 0.00088245 0.0008868 0.00067475 0.00083405 0.0008612 0.00087375 0.000678 0.0008805 0.00092935 0.00091115 0.00088885 0.0008437 0.0008604 0.00087315 0.0009042 0.0008888 0.00070515 0.00087175 0.00067485 0.00083015 0.0009154 0.00090975 0.0009184 0.0008855 0.0009038 0.0008711 0.00079185 0.00087065 0.00088505 0.0008863
9 0.0008369 0.0008521 0.00082835 0.00089 0.0008905 0.00089135 0.0008447 0.0008372 0.00088125 0.0008129 0.0008835 0.0008188 0.00081015 0.0008537 0.00083545 0.0008665 0.0007904 0.00069575 0.00084755 0.00083055 0.00092085 0.0008899 0.0008715 0.0009089 0.0008527 0.00085915 0.00088185 0.0008759 0.00082485 0.00085975 0.0008438 0.00084765 0.00093645 0.000852 0.00082505 0.000878 0.00090395 0.00086045 0.0008323 0.00075055 0.00085295 0.00091105 0.00089015 0.00087 0.000735 0.00085325 0.0007907 0.00088995 0.0008807 0.0008014 0.0008186 0.00090405 0.0008741 0.0008126 0.00084785 0.00090825 0.00090695 0.0008755 0.0009186 0.0008645 0.0007607 0.0008143 0.00089255 0.00087715 0.0008996 0.00083485 0.00085395 0.00074925 0.0008612 0.00086095 0.0008885 0.00084805 0.00091145 0.0008671 0.00090015 0.000851 0.00083835 0.00084655 0.0008814 0.0008412 0.0008241 0.00075395 0.0008408 0.00085485 0.00093745 0.00086105 0.00087645 0.00088145 0.00089465 0.00089105 0.0008518 0.00084305 0.00083095 0.0008433 0.00082425 0.00066125 0.0008773
10 0.00087795 0.00087155 0.0008524 0.0009016 0.00088575 0.00087765 0.0009195 0.00089365 0.0008708 0.0008835 0.0009249 0.0008289 0.00087135 0.00090495 0.0008057 0.00087455 0.00084815 0.0008556 0.0008865 0.00087285 0.0007572 0.00091425 0.0006427 0.00084825 0.00087455 0.0009011 0.0008673 0.00085025 0.00090635 0.0008389 0.00088145 0.00088385 0.00085925 0.0008331 0.0009089 0.0008242 0.00090605 0.00089055 0.0008862 0.000871 0.0008748 0.00090445 0.00086515 0.00074745 0.00071615 0.0007141 0.00084845 0.00086495 0.00086485 0.0007484 0.00085615 0.0007401 0.00090305 0.0008735 0.00088405 0.0008845 0.00073435 0.00087835 0.0009163 0.0008716 0.0009026 0.00087405 0.00093175 0.0009128 0.0008834 0.0008757 0.0009139 0.00088155 0.0008291 0.0008677 0.00088175 0.00085985 0.0007349 0.0008753 0.0008831 0.0008758 0.0008469 0.0007061 0.0009018 0.00087415 0.00088915 0.0008798 0.00086835 0.0008476 0.0008484 0.0008678 0.0006527 0.0008431 0.0008632 0.0008792 0.0008795 0.00090365 0.0009027 0.0008993 0.0008738 0.0008965 0.00091515
