 slim_337531234 slim_337531261 slim_337531275 slim_337531103 slim_337531221 slim_337531289 slim_337531192 slim_337531161 slim_337531225 slim_337531273 slim_337530943 slim_337531043 slim_337531193 slim_337531146 slim_337531118 slim_337531264 slim_337530993 slim_337531158 slim_337531269 slim_337531267 slim_337531235 slim_337531249 slim_337531239 slim_337531190 slim_337531255 slim_337531186 slim_337531104 slim_337531276 slim_337531200 slim_337531177 slim_337531199 slim_337531144 slim_337531181 slim_337531256 slim_337530863 slim_337531285 slim_337531205 slim_337530840 slim_337530762 slim_337531198 slim_337531109 slim_337531017 slim_337531044 slim_337531229 slim_337531157 slim_337531259 slim_337531228 slim_337531215 slim_337531270 slim_337530462 slim_337531102 slim_337531218 slim_337531279 slim_337530769 slim_337531213 slim_337531032 slim_337531248 slim_337531122 slim_337531166 slim_337531283 slim_337530999 slim_337531245 slim_337531288 slim_337531257 slim_337531220 slim_337531287 slim_337531184 slim_337531284 slim_337531258 slim_337531189 slim_337531178 slim_337531265 slim_337531237 slim_337531254 slim_337531281 slim_337531242 slim_337531180 slim_337530991 slim_337531175 slim_337531130 slim_337531247 slim_337531152 slim_337531238 slim_337531226 slim_337531263 slim_337531050 slim_337531105 slim_337531266 slim_337531271 slim_337531203 slim_337531277 slim_337531108 slim_337531022
0 1.73e-05 7.61e-05 2.18e-05 7.03e-05 0.00013915 0.00011285 0.00010235 0.00010405 0.00010255 5.86e-05 7.02e-05 2.365e-05 0.000124 0.0001114 2.24e-05 8.325e-05 0.00011535 7.145e-05 0.0002047 9.83e-05 8.85e-06 3.425e-05 9.3e-06 2.165e-05 0.00019365 0.00019605 0.00012385 0.0001031 0.0001111 0.0001392 1.105e-05 0.0001692 0.0001791 0.0001152 0.00011245 0.0001088 5.87e-05 9.6e-06 0.00012355 0.00010295 3.49e-05 7.68e-05 0.0001221 6.49e-05 0.00010265 7.615e-05 0.0001961 0.0001393 0.00019635 0.0001153 1.095e-05 9.25e-06 0.000112 9.995e-05 0.0001243 0.00011235 0.00011165 7.185e-05 0.0001246 0.0002024 0.0001556 0.0001726 0.0001475 0.0001961 0.0001394 2.165e-05 7.025e-05 7.085e-05 0.0001232 0.00011205 7.725e-05 0.000148 2.18e-05 9.35e-06 8.865e-05 0.00019635 4.575e-05 9.8e-06 0.00017935 0.00010385 0.00017385 0.0001041 0.0001371 2.325e-05 0.0001235 0.00018715 0.00019615 0.00012425 0.00012025 0.0001112 0.0001243 5.855e-05 0.000135
1 7.61e-05 0.000137 8.78e-05 8.195e-05 0.0001346 0.000113 0.0001076 0.000102 0.00010835 0.0001146 8.19e-05 8.795e-05 0.00011805 0.00011775 8.17e-05 9.395e-05 0.00011395 8.155e-05 0.00013805 0.0001622 7.035e-05 9.37e-05 6.965e-05 8.215e-05 0.00013325 0.0001341 0.0001179 0.0001025 0.0001118 0.00013465 7e-05 0.00010155 0.00018215 0.0001138 0.000107 0.00014585 0.00011485 7.025e-05 0.00012995 0.00010125 9.485e-05 6.895e-05 0.00018265 0.0001056 0.00010835 6.86e-05 0.0001345 0.0001351 0.0001344 0.00011365 6.99e-05 7.065e-05 0.0001018 0.00013775 0.0001177 0.00010585 0.00011825 8.305e-05 0.0001191 0.0001377 0.0001554 0.00011805 0.00015065 0.00013415 0.00013455 8.78e-05 8.215e-05 8.245e-05 0.0001183 0.0001063 7.065e-05 0.00013875 8.22e-05 7.625e-05 8.155e-05 0.0001345 0.00010835 6.87e-05 0.00018225 0.00010295 0.0001441 0.0001032 8.15e-05 8.31e-05 0.0001299 0.0001981 0.0001339 0.0001189 0.0001573 0.0001185 0.0001185 0.00011465 0.0001025
2 2.18e-05 8.78e-05 3.95e-05 7.045e-05 0.0001508 0.0001124 0.00011385 0.00011615 0.0001141 5.685e-05 7.05e-05 2.225e-05 0.0001225 0.00011015 2e-05 6.965e-05 0.0001146 7.095e-05 0.0002164 8.45e-05 2.32e-05 4.525e-05 2.195e-05 2.22e-05 0.0002059 0.000208 0.0001225 0.0001159 0.00012245 0.00015085 2.255e-05 0.00018125 0.000179 0.0001139 0.00012395 0.00011365 5.74e-05 2.2e-05 0.00011045 0.00011455 2.085e-05 8.925e-05 0.00012145 7.675e-05 0.00011405 8.785e-05 0.00020815 0.00015105 0.0002083 0.0001142 2.245e-05 2.31e-05 0.00012385 0.00011285 0.00012475 0.0001244 0.0001107 7.055e-05 0.00012425 0.00021455 0.00015665 0.0001714 0.00014685 0.00020805 0.00015135 1.99e-05 7.075e-05 7.055e-05 0.00012455 0.00012315 8.89e-05 0.00015935 2.2e-05 2.14e-05 8.73e-05 0.0002086 5.695e-05 2.075e-05 0.0001792 0.0001154 0.00017925 0.00011565 0.00013635 2.135e-05 0.0001099 0.0001745 0.0002084 0.0001234 0.0001133 0.00011145 0.00012325 5.735e-05 0.00014745
3 7.03e-05 8.195e-05 7.045e-05 0.0001265 0.0001424 0.0001069 0.000115 0.00010995 0.0001158 9.78e-05 6.38e-05 7.075e-05 0.00011765 0.0001166 6.425e-05 6.435e-05 0.00010955 6.475e-05 0.00016235 0.0001331 6.375e-05 8.915e-05 6.405e-05 6.47e-05 0.00015135 0.0001539 0.0001175 0.0001098 0.0001236 0.00014245 6.565e-05 0.00012685 0.00017795 0.000109 0.0001187 0.00015065 9.805e-05 6.45e-05 0.00011675 0.000109 6.545e-05 8.295e-05 0.0001663 0.00011635 0.00011555 8.2e-05 0.0001545 0.0001431 0.0001542 0.0001091 6.555e-05 6.475e-05 0.0001152 0.00014875 0.0001186 0.0001183 0.0001173 6.515e-05 0.00011895 0.00016015 0.00015045 0.0001169 0.00015 0.00015395 0.00014265 7.045e-05 6.385e-05 6.445e-05 0.0001178 0.00011795 8.345e-05 0.00015075 6.46e-05 7.085e-05 8.225e-05 0.00015475 0.00010375 6.395e-05 0.00017815 0.00011025 0.00016695 0.0001105 8.17e-05 6.565e-05 0.00011665 0.0001853 0.000154 0.00011865 0.0001502 0.0001172 0.0001181 9.78e-05 0.0001153
4 0.00013915 0.0001346 0.0001508 0.0001424 0.0001197 0.00017745 0.00010195 9.675e-05 0.0001033 0.000109 0.0001423 0.0001503 0.00018235 0.00018635 0.00014595 0.0001541 0.00010895 0.0001416 0.00013375 0.00022565 0.00013435 0.0001088 0.0001341 0.00014585 0.00012885 6.025e-05 0.0001822 9.855e-05 0.00017525 6e-05 0.0001333 9.77e-05 0.0001778 0.000109 0.00017035 0.0001456 0.00010895 0.0001339 0.0001979 9.715e-05 0.0001584 0.000134 0.0001767 0.00017365 0.0001027 0.00013465 6.165e-05 6.145e-05 6.055e-05 0.0001095 0.0001332 0.00013455 9.825e-05 0.000138 0.0001817 0.00016985 0.00018615 0.00014245 0.00018245 0.0002026 0.00015005 0.00017885 0.0001496 6.03e-05 6.12e-05 0.0001508 0.00014255 0.0001428 0.00018265 0.00017035 0.00013495 0.0001336 0.0001462 0.00013925 0.00014675 6.23e-05 0.00010185 0.0001338 0.0001777 9.72e-05 0.0001459 9.745e-05 0.00014295 0.000146 0.0001981 0.0002659 6.13e-05 0.0001829 0.0001574 0.0001867 0.0001826 0.00010895 9.755e-05
5 0.00011285 0.000113 0.0001124 0.0001069 0.00017745 0.0002106 0.0001507 0.0001453 0.00015155 0.0001391 0.00010685 0.0001128 0.0001177 0.00011815 0.0001066 0.0001061 0.0001444 0.0001063 0.00015615 0.0001753 0.00010725 0.0001307 0.0001068 0.00010625 0.00014455 0.00018355 0.00011755 0.0001455 0.00012345 0.0001775 0.0001067 0.0001516 0.0002135 0.0001449 0.00011855 0.0001511 0.0001393 0.00010715 0.0001184 0.00014495 0.00010725 0.00011275 0.00020765 0.0001179 0.00015145 0.00011305 0.0001842 0.0001782 0.00018385 0.0001446 0.0001066 0.00010755 0.0001454 0.00014985 0.00011695 0.0001176 0.0001184 0.00010775 0.0001183 0.00011775 0.0001866 0.0001181 0.0001505 0.0001836 0.0001773 0.0001124 0.0001071 0.0001074 0.00011775 0.0001181 0.00011425 0.0001505 0.0001073 0.000113 0.00011325 0.00018405 0.00014485 0.0001063 0.0002137 0.00014595 0.0001565 0.0001462 0.00011335 0.0001076 0.000118 0.0001867 0.00018325 0.00011835 0.00015065 0.00011875 0.0001181 0.0001393 0.00014545
6 0.00010235 0.0001076 0.00011385 0.000115 0.00010195 0.0001507 0.0002007 0.000102 0.0001013 0.0001149 0.00011495 0.00011545 0.0001553 0.00015575 0.0001152 0.0001268 0.0001138 0.0001146 0.0001421 0.00019045 0.0001038 0.0001018 0.00010345 0.0001154 0.00013805 0.00010105 0.00015515 0.00010305 0.00014195 0.000102 0.000103 0.0001068 0.0001781 0.0001137 0.0001436 0.00015065 0.00011495 0.00010325 0.0001675 0.00010185 0.00012745 0.00010745 0.00017805 0.00014335 0.0001012 0.00010765 0.0001013 0.0001023 0.00010135 0.00011445 0.0001029 0.00010365 0.00010715 0.00014295 0.0001553 0.0001433 0.00015555 0.0001153 0.0001559 0.0001792 0.00015555 0.0001551 0.0001555 0.0001011 0.00010255 0.0001139 0.0001152 0.00011505 0.0001559 0.00014325 0.00010825 0.0001432 0.0001156 0.000102 0.00011975 0.0001022 0.0001016 0.00010305 0.00017815 0.0001022 0.00015455 0.00010245 0.0001194 0.0001156 0.00016755 0.00023085 0.0001015 0.0001556 0.00016235 0.00015585 0.00015555 0.00011485 0.0001028
7 0.00010405 0.000102 0.00011615 0.00010995 9.675e-05 0.0001453 0.000102 0.0001895 0.0001032 0.00011035 0.00011 0.000116 0.00015015 0.0001508 0.0001108 0.0001226 0.00010905 0.00010865 0.0001365 0.0001905 9.84e-05 9.765e-05 9.845e-05 0.00011085 0.0001318 9.545e-05 0.00015 9.76e-05 0.0001433 9.68e-05 9.73e-05 0.0001008 0.00017715 0.0001088 0.0001388 0.00014595 0.0001104 9.855e-05 0.00016275 9.665e-05 0.00012375 0.00010055 0.00017775 0.0001388 0.00010305 0.00010205 9.595e-05 9.735e-05 9.555e-05 0.00010925 9.72e-05 9.865e-05 0.00010165 0.00013775 0.0001485 0.0001363 0.000151 0.00011125 0.000151 0.0001729 0.0001503 0.0001495 0.0001504 9.555e-05 9.7e-05 0.00011615 0.00011025 0.0001104 0.0001501 0.00013815 0.00010325 0.00013745 0.0001108 0.00010405 0.0001144 9.66e-05 0.0001035 9.835e-05 0.0001772 9.765e-05 0.0001484 9.79e-05 0.0001139 0.00011175 0.0001628 0.00023035 9.555e-05 0.00015095 0.00015755 0.00015085 0.0001504 0.0001103 9.77e-05
8 0.00010255 0.00010835 0.0001141 0.0001158 0.0001033 0.00015155 0.0001013 0.0001032 0.0002 0.00011615 0.00011575 0.0001161 0.0001562 0.0001564 0.0001159 0.00012785 0.0001155 0.00011535 0.0001436 0.000191 0.00010455 0.00010315 0.0001041 0.0001164 0.0001388 0.00010265 0.00015605 0.00010325 0.00014225 0.00010335 0.00010375 0.00010775 0.00017835 0.0001152 0.0001444 0.0001514 0.0001162 0.00010405 0.0001683 0.00010325 0.0001281 0.0001082 0.000179 0.00014415 0.00010135 0.0001084 0.0001014 0.00010215 0.00010295 0.00011505 0.00010365 0.0001041 0.0001084 0.00014385 0.00015595 0.0001439 0.00015645 0.00011605 0.00015655 0.00017955 0.0001565 0.0001558 0.0001567 0.0001027 0.0001035 0.00011415 0.000116 0.00011555 0.0001566 0.00014415 0.000109 0.0001443 0.00011635 0.0001019 0.0001206 0.0001014 0.00010225 0.00010365 0.00017845 0.0001036 0.00015525 0.00010385 0.0001201 0.00011635 0.00016835 0.00023135 0.0001027 0.0001563 0.00016305 0.0001563 0.00015645 0.0001161 0.00010345
9 5.86e-05 0.0001146 5.685e-05 9.78e-05 0.000109 0.0001391 0.0001149 0.00011035 0.00011615 0.0001009 9.78e-05 5.71e-05 0.0001494 0.00014075 5.075e-05 9.68e-05 0.00010905 9.78e-05 0.00020735 0.0001197 5.365e-05 5.17e-05 5.255e-05 5.245e-05 0.00019735 0.0001672 0.0001494 0.0001113 0.00015575 0.00010895 5.27e-05 0.0001725 0.00017855 0.00010865 0.0001505 0.00010845 5.115e-05 5.26e-05 0.00014085 0.0001093 5.185e-05 0.00011545 0.00011975 0.00010695 0.00011575 0.00011465 0.00016795 0.00010975 0.0001675 0.00010905 5.26e-05 5.4e-05 0.00011445 0.0001077 0.0001511 0.0001508 0.00014125 9.765e-05 0.00015085 0.0002381 0.00015165 0.00019515 0.00014065 0.00016725 0.0001095 5.685e-05 9.805e-05 9.835e-05 0.00015135 0.0001501 0.0001154 0.0001493 5.255e-05 5.875e-05 0.0001141 0.0001685 5.69e-05 5.15e-05 0.00017855 0.0001098 0.00017055 0.00011005 0.00015995 5.17e-05 0.00014045 0.00020955 0.0001675 0.0001506 0.00010825 0.00014235 0.00015015 5.1e-05 0.00014195
