 slim_761979311 slim_761979314 slim_761979276 slim_761979287 slim_761979284 slim_761979274 slim_761979319 slim_761979275 slim_761979322 slim_761979299 slim_761979320 slim_761979292 slim_761979304 slim_761979313 slim_761979286 slim_761979281 slim_761979294 slim_761979277 slim_761979316 slim_761979307 slim_761979278 slim_761979302 slim_761979291 slim_761979317 slim_761979305 slim_761979280 slim_761979288 slim_761979293 slim_761979303 slim_761979296 slim_761979300 slim_761979315 slim_761979279 slim_761979285 slim_761979312 slim_761979290 slim_761979301 slim_761979295 slim_761979310 slim_761979297 slim_761979306 slim_761979321 slim_761979308 slim_761979298 slim_761979283 slim_761979318 slim_761979309 slim_761979289 slim_761979282
0 0.0001733 0.0001108 0.0001114 8.67e-05 0.00010435 0.00010065 0.00011275 0.00011135 0.0001016 0.00010625 9.45e-05 9.925e-05 0.0001108 0.0001221 0.00013685 0.00010435 9.92e-05 0.0001114 9.15e-05 0.0001238 0.00011135 0.0001184 0.00011795 0.0001113 0.0001358 0.0001122 0.00011685 0.0001045 0.00011845 0.0001132 0.00010165 8.665e-05 0.00012615 0.00013425 0.0001345 0.00011775 0.00013235 0.00012905 0.00011595 0.0001019 0.000108 0.0001036 0.00010625 0.0001147 9.34e-05 9.595e-05 0.00010665 9.57e-05 0.00010465
1 0.0001108 0.0001785 0.0001197 8.95e-05 0.000103 0.0001175 0.0001128 0.00011965 9.725e-05 0.00012175 0.0001217 0.0001051 0.0001189 0.0001166 0.00012665 0.00012435 0.0001019 0.0001197 8.945e-05 0.00011355 0.00011965 0.0001206 0.0001042 0.0001196 0.0001183 0.0001139 0.0001288 0.0001266 0.0001144 9.615e-05 0.0001129 0.0001108 0.0001165 0.0001454 0.00013055 0.0001231 0.0001435 0.0001272 0.00010955 0.00010275 0.00012675 0.00010225 0.00010345 0.0001071 0.0001019 0.0001138 0.0001107 0.00010815 0.00012675
2 0.0001114 0.0001197 0.0001259 0.0001504 0.00010665 8.385e-05 0.00010515 6.295e-05 0.0001122 6.31e-05 7.135e-05 0.00010675 7.275e-05 6.305e-05 0.0001223 6.77e-05 0.00011215 6.315e-05 0.0001551 0.0001213 6.3e-05 0.00011445 0.00010515 6.305e-05 6.87e-05 6.67e-05 7.215e-05 6.295e-05 8.405e-05 0.0001416 6.31e-05 0.0001114 6.31e-05 0.00011725 0.0001235 7.58e-05 0.0001149 7.23e-05 0.00011595 0.0001182 7.34e-05 0.00010715 0.00014755 0.00011635 8.63e-05 6.295e-05 6.36e-05 0.0001067 6.795e-05
3 8.67e-05 8.95e-05 0.0001504 1e-07 6.145e-05 0.00014425 0.0001418 0.00015035 8.815e-05 0.00014735 0.00013675 5.845e-05 0.00017225 0.0001229 0.00014915 0.0001481 9.265e-05 0.0001504 1.15e-05 0.0001079 0.00015035 9.47e-05 0.0001173 0.0001503 0.0001507 0.0001115 0.000169 0.00018 0.0001312 6.775e-05 0.00011995 8.67e-05 0.0001299 0.0001766 0.00014205 0.0001302 0.0001753 0.0001428 9.6e-05 7.4e-05 0.0001457 6.025e-05 3.66e-05 9.11e-05 9.085e-05 0.00015035 0.00012215 8.99e-05 0.00018065
4 0.00010435 0.000103 0.00010665 6.145e-05 0.0001228 0.000139 0.00014575 0.00010665 0.00010335 0.0001088 0.0001065 6.36e-05 0.00013405 6.15e-05 0.00013225 0.00010435 0.0001102 0.00010675 7.275e-05 0.00011225 0.0001067 9.065e-05 0.0001091 0.00010665 8.945e-05 6.365e-05 0.00013115 0.00015005 0.00010835 0.00010075 7.905e-05 0.00010435 6.865e-05 0.0001642 0.00013565 8.815e-05 0.00016245 8.595e-05 0.0001006 8.735e-05 0.00010525 6.145e-05 8.095e-05 9.105e-05 8.14e-05 0.00012195 7.675e-05 0.0001055 0.0001555
5 0.00010065 0.0001175 8.385e-05 0.00014425 0.000139 6.74e-05 7.64e-05 8.38e-05 0.0001057 7.66e-05 8.35e-05 0.0001318 7.49e-05 0.00013385 0.0001414 9.545e-05 9.64e-05 8.385e-05 0.00014245 0.00011305 8.38e-05 0.0001355 0.0001209 8.375e-05 0.00011705 0.00012185 7.185e-05 3.765e-05 6.96e-05 0.00013165 0.0001087 0.00010065 0.00012665 9.95e-05 0.00012075 0.00010995 9.76e-05 0.00012335 0.0001297 0.00011915 9.38e-05 0.00013825 0.00014835 0.00012875 9.985e-05 6.58e-05 0.0001158 9.105e-05 3.78e-05
6 0.00011275 0.0001128 0.00010515 0.0001418 0.00014575 7.64e-05 0.0001207 0.0001051 0.0001035 0.0001 0.0001106 0.00014065 8.685e-05 0.0001498 0.00014255 0.00011675 9.89e-05 0.00010515 0.0001353 0.00011585 0.0001051 0.0001377 9.52e-05 0.00010505 0.0001292 0.0001436 9.445e-05 6.59e-05 0.00010675 0.00010845 0.00012325 0.00011275 0.0001426 0.0001126 0.0001021 0.000133 0.0001101 0.0001408 9.76e-05 0.00012625 0.00012395 0.00014555 0.0001338 0.00013005 0.00012545 8.36e-05 0.00012895 0.00010425 6.565e-05
7 0.00011135 0.00011965 6.295e-05 0.00015035 0.00010665 8.38e-05 0.0001051 0.0001258 0.00011215 6.305e-05 7.13e-05 0.0001067 7.27e-05 6.305e-05 0.00012225 6.77e-05 0.0001121 6.31e-05 0.00015505 0.00012125 6.295e-05 0.0001144 0.00010515 6.3e-05 6.865e-05 6.665e-05 7.21e-05 6.29e-05 8.4e-05 0.00014155 6.305e-05 0.00011135 6.305e-05 0.0001172 0.00012345 7.575e-05 0.00011485 7.225e-05 0.0001159 0.00011815 7.335e-05 0.0001071 0.0001475 0.0001163 8.625e-05 6.29e-05 6.355e-05 0.00010665 6.79e-05
8 0.0001016 9.725e-05 0.0001122 8.815e-05 0.00010335 0.0001057 0.0001035 0.00011215 0.0001758 0.0001072 0.00010715 9.84e-05 0.0001114 0.00011865 0.00013735 0.00011685 9.265e-05 0.0001122 8.805e-05 0.0001118 0.00011215 0.0001189 0.00010445 0.0001121 0.00012035 0.0001089 0.00011925 0.00010955 0.00011215 9.97e-05 9.835e-05 0.0001016 0.00011855 0.000139 0.00012715 0.00011605 0.0001371 0.0001272 0.0001048 9.6e-05 0.00011925 0.0001026 0.0001021 0.0001074 9.01e-05 9.675e-05 0.0001032 9.895e-05 0.0001097
9 0.00010625 0.00012175 6.31e-05 0.00014735 0.0001088 7.66e-05 0.0001 6.305e-05 0.0001072 0.0001114 6.405e-05 0.00010155 7.265e-05 7.035e-05 0.00012615 6.775e-05 0.000107 6.305e-05 0.00015205 0.00012115 6.305e-05 0.0001143 0.0001073 6.3e-05 7.575e-05 6.655e-05 6.99e-05 5.575e-05 8.395e-05 0.00014365 5.595e-05 0.00010625 7.02e-05 0.0001139 0.0001218 7.35e-05 0.00011155 7.72e-05 0.0001129 0.000113 7.33e-05 0.00010925 0.0001445 0.00011835 7.925e-05 5.585e-05 6.375e-05 0.00010155 6.07e-05
