 slim_337504313 slim_337504327 slim_337504354 slim_337504093 slim_337504296 slim_337504212 slim_337504331 slim_337504328 slim_337504232 slim_337504340 slim_337503962 slim_337504167 slim_337504371 slim_337504345 slim_337504161 slim_337504306 slim_337504348 slim_337504261 slim_337504155 slim_337504216 slim_337504287 slim_337504364 slim_337504265 slim_337504143 slim_337504349 slim_337504237 slim_337504027 slim_337504259 slim_337504275 slim_337504128 slim_337504263 slim_337504374 slim_337504264 slim_337504325 slim_337504332 slim_337504381 slim_337504368 slim_337504360 slim_337504182 slim_337504307 slim_337504300 slim_337504185 slim_337504309 slim_337504362 slim_337504279 slim_337504379 slim_337504308 slim_337504335 slim_337504252 slim_337504372 slim_337504338 slim_337504291 slim_337504350 slim_337504299 slim_337504378 slim_337504312 slim_337504228 slim_337504250 slim_337504276 slim_337504377 slim_337504186 slim_337504215 slim_337503984 slim_337504298 slim_337504319 slim_337504054 slim_337504329 slim_337504067 slim_337504293 slim_337504376 slim_337504315 slim_337504351 slim_337504206 slim_337504343 slim_337504344 slim_337504176 slim_337504339 slim_337504229 slim_337504257 slim_337504239 slim_337504347 slim_337504367 slim_337504221 slim_337504238 slim_337504375 slim_337504144
0 2e-07 0.00016845 0.0001534 0.0001877 6.5e-07 9.3e-05 0.00021865 3.275e-05 2.835e-05 0.0001133 0.0001067 0.0001046 0.00013675 0.0001669 7.705e-05 0.00011175 9.185e-05 0.0001054 0.00012265 1.335e-05 0.0001534 0.0001182 0.000134 0.00016765 0.0001173 0.00018045 2.355e-05 0.00010715 8.115e-05 9.295e-05 0.0001198 0.00010535 7.55e-05 0.00015775 8.49e-05 4.32e-05 1.59e-05 9.26e-05 0.00011275 9.295e-05 0.00010715 0.00013725 0.0001049 0.00013565 0.00016685 0.0001794 0.00011905 0.0001147 0.00018635 0.0002088 8.8e-05 0.00011015 7.745e-05 9.2e-05 1.15e-05 0.00011815 0.00018215 0.0001343 0.0001746 0.0001017 0.0001332 0.0001989 7.695e-05 2.97e-05 2.65e-06 2.5e-06 1.285e-05 0.00010525 9.305e-05 0.0001678 0.00022175 0.0001101 0.00018215 0.00012735 7.72e-05 0.0001102 6.6e-06 8.725e-05 0.0001236 0.00012275 3.3e-06 5.685e-05 0.00015555 0.0001195 8.49e-05 0.0001195
1 0.00016845 0.0003287 0.00016495 0.0001652 0.0001686 0.0001669 0.00016545 0.0001683 0.00018395 0.0002131 0.000166 0.00016655 0.00018265 0.0001648 0.00016675 0.0001818 0.0001702 0.00018205 0.00018885 0.00016795 0.00020935 0.0002163 0.00021295 0.0001652 0.0002125 0.00021165 0.0001678 0.00016645 0.0001668 0.00016685 0.00018235 0.000182 0.00016645 0.00018185 0.0001671 0.00018365 0.0001681 0.000167 0.0002127 0.0001695 0.00016645 0.00018235 0.00016645 0.0001844 0.00016475 0.00021095 0.0001861 0.0001823 0.00016495 0.0002272 0.00016645 0.00021325 0.00016665 0.00016595 0.00016825 0.00021595 0.0001809 0.00018225 0.0001648 0.00016655 0.00019845 0.00025565 0.0001666 0.000184 0.0001688 0.00016855 0.0001716 0.0001819 0.0001669 0.00016535 0.0001659 0.0002132 0.0001809 0.00016685 0.0001664 0.0002133 0.00016875 0.0001661 0.00016535 0.0001665 0.00016895 0.0001989 0.00016645 0.00018645 0.0001671 0.00018235
2 0.0001534 0.00016495 7.8e-06 0.00013595 0.00015355 0.0002399 0.00025895 0.00012735 0.0001701 0.00016335 5.235e-05 0.00024755 0.0002225 0.0001652 7.9e-05 0.0002475 8.36e-05 9.55e-05 0.0002486 0.0001612 0.00011555 0.0001567 0.0001264 0.00016505 0.00016015 7.78e-05 0.00016505 5.28e-05 7.91e-05 0.00023985 0.00025585 9.545e-05 7.875e-05 0.0002009 0.0002322 0.0001776 0.0001608 0.00024 0.00015605 8.275e-05 5.28e-05 0.00022255 0.0002478 7.765e-05 0.00016515 7.765e-05 0.00025285 0.0002516 0.00013125 0.0002473 8.65e-05 0.0001592 7.89e-05 8.6e-05 0.00015675 0.0001555 0.0001739 0.00022205 0.0003183 0.0002436 0.00026535 0.0001617 7.885e-05 0.00017 0.00015365 0.0001533 0.000154 9.535e-05 0.00023995 0.0001652 0.00026335 0.00015915 0.00017385 0.00021805 7.865e-05 0.00015925 0.00015365 8.23e-05 3.29e-05 0.00021425 0.0001538 0.0001859 6.2e-06 0.0002533 0.0002322 0.0002567
3 0.0001877 0.0001652 0.00013595 0.0002666 0.00018785 0.000191 0.00013415 0.00016385 0.0002021 0.0002345 0.00013675 0.00019445 0.00017565 0.00016375 0.00016065 0.00020045 0.0001634 0.00017685 0.00020145 0.00019195 0.00023715 0.00023185 0.000206 0.00016445 0.00023545 0.00020495 0.00019745 0.0001372 0.0001623 0.00019095 0.00020455 0.0001768 0.0001605 0.00020045 0.00018665 0.00020735 0.00019285 0.0001911 0.0002351 0.0001643 0.0001372 0.0001756 0.00019535 0.00020185 0.0001637 0.00020395 0.0002001 0.00020435 0.00013595 0.0002428 0.00016625 0.00023555 0.00016255 0.0001674 0.00019285 0.0002315 0.0001742 0.00017375 0.00018935 0.00019635 0.000214 0.00027675 0.0001606 0.0002021 0.00018795 0.0001877 0.0001898 0.0001767 0.00019105 0.0001646 0.0001344 0.0002355 0.0001742 0.0001658 0.0001623 0.0002356 0.0001894 0.00016765 0.0001361 0.00016485 0.0001881 0.0002161 0.0001374 0.0002004 0.00018665 0.0002055
4 6.5e-07 0.0001686 0.00015355 0.00018785 1.1e-06 9.315e-05 0.0002188 3.29e-05 2.86e-05 0.00011345 0.00010685 0.00010475 0.0001369 0.00016705 7.72e-05 0.0001119 9.2e-05 0.00010555 0.0001228 1.365e-05 0.00015355 0.00011835 0.00013415 0.0001678 0.00011745 0.0001806 2.37e-05 0.0001073 8.13e-05 9.31e-05 0.00011995 0.0001055 7.58e-05 0.0001579 8.505e-05 4.335e-05 1.605e-05 9.275e-05 0.0001129 9.31e-05 0.0001073 0.0001374 0.00010505 0.0001358 0.000167 0.00017955 0.0001192 0.00011485 0.0001865 0.00020895 8.815e-05 0.0001103 7.775e-05 9.215e-05 1.165e-05 0.0001183 0.0001823 0.00013445 0.00017475 0.00010185 0.00013335 0.00019905 7.71e-05 2.985e-05 2.8e-06 2.65e-06 1.3e-05 0.0001054 9.32e-05 0.00016795 0.0002219 0.00011025 0.0001823 0.0001275 7.75e-05 0.00011035 6.75e-06 8.74e-05 0.00012375 0.0001229 3.45e-06 5.7e-05 0.0001557 0.00011965 8.505e-05 0.00011965
5 9.3e-05 0.0001669 0.0002399 0.000191 9.315e-05 0.0001832 0.00014435 0.0001217 0.00011395 0.0001866 0.0001943 9.365e-05 0.0001404 0.00016505 0.00016495 0.0001136 0.0001749 0.00018845 0.0001263 9.36e-05 0.00022775 0.0001969 0.0002172 0.0001648 0.0001905 0.00026255 9.67e-05 0.00019475 0.00016855 9.185e-05 0.00011425 0.0001884 0.00016565 0.0001594 9.165e-05 0.00011695 9.565e-05 9.21e-05 0.0001914 0.00017605 0.00019475 0.00013935 9.315e-05 0.00021445 0.000165 0.0002625 0.0001184 0.00011455 0.0001929 0.00020815 0.00016725 0.0001889 0.0001676 0.0001702 9.56e-05 0.000197 0.0001859 0.0001381 9.185e-05 9.54e-05 0.0001325 0.0002733 0.0001652 0.00011395 9.22e-05 9.275e-05 0.00010095 0.0001883 9.195e-05 0.00016495 0.00014415 0.00018885 0.0001859 0.0001214 0.00016735 0.00018895 9.555e-05 0.00017035 0.0002118 0.0001195 9.175e-05 0.00013525 0.00024045 0.0001188 9.17e-05 0.00011325
6 0.00021865 0.00016545 0.00025895 0.00013415 0.0002188 0.00014435 3.9e-06 0.0001946 0.00023585 0.0003141 0.00021415 0.00015 0.0001298 0.00016395 0.00023845 0.000154 0.00024395 0.00025735 0.00015525 0.0002247 0.0003618 0.0003153 0.00028635 0.0001631 0.0003179 0.0003309 0.00023005 0.0002146 0.0002404 0.0001443 0.0001615 0.0002573 0.0002383 0.0002003 0.00013665 0.0002437 0.0002264 0.00014445 0.0003156 0.000245 0.0002146 0.0001276 0.0001505 0.0003328 0.0001639 0.00033145 0.00015725 0.00015865 0.0001317 0.00024685 0.00024625 0.0003132 0.00024025 0.0002477 0.00022375 0.00031555 0.0001753 0.00012775 6.19e-05 0.00014955 0.00017115 0.0004014 0.0002384 0.00023585 0.0002189 0.00021865 0.00022105 0.0002572 0.0001444 0.00016325 6.45e-06 0.00031315 0.0001753 0.0001224 0.00024 0.00031325 0.00022065 0.0002453 0.00023225 0.0001164 0.00021905 0.00025315 0.00025825 0.0001576 0.00013665 0.00016165
7 3.275e-05 0.0001683 0.00012735 0.00016385 3.29e-05 0.0001217 0.0001946 6.37e-05 5.405e-05 0.0001378 8.005e-05 0.0001315 0.0001319 0.00016825 7.95e-05 0.000135 8.87e-05 0.000101 0.00013975 4.295e-05 0.0001803 0.0001386 0.000131 0.0001693 0.00013995 0.00017765 4.74e-05 8.09e-05 8.085e-05 0.00012165 0.0001423 0.00010095 7.935e-05 0.0001807 0.0001138 6.425e-05 4.24e-05 0.0001214 0.0001341 8.84e-05 8.09e-05 0.00013475 0.000132 0.000154 0.0001682 0.0001763 0.0001411 0.00013745 0.0001604 0.0002291 8.885e-05 0.00013185 7.98e-05 8.96e-05 3.82e-05 0.0001385 0.0001792 0.0001332 0.00020235 0.000126 0.0001537 0.00022385 7.945e-05 5.395e-05 3.255e-05 3.22e-05 3.73e-05 0.00010085 0.00012175 0.00016945 0.00019835 0.0001318 0.0001792 0.0001275 7.955e-05 0.0001319 3.37e-05 8.5e-05 9.825e-05 0.00012405 3.315e-05 7.555e-05 0.00012975 0.00014125 0.0001138 0.00014295
8 2.835e-05 0.00018395 0.0001701 0.0002021 2.86e-05 0.00011395 0.00023585 5.405e-05 5.63e-05 0.0001096 0.0001231 0.00012025 0.00013325 0.0001839 9.955e-05 0.0001096 0.00010145 9.91e-05 0.00011535 3.54e-05 0.0001594 0.0001068 0.0001298 0.0001843 0.00011245 0.00017655 4.2e-05 0.00012355 0.0001002 0.0001139 0.0001147 9.905e-05 9.885e-05 0.0001563 0.00010945 3.535e-05 3.56e-05 0.0001138 0.00011185 9.995e-05 0.00012355 0.0001319 0.0001206 0.0001229 0.00018385 0.00017585 0.00010915 0.0001127 0.00020285 0.00018465 0.0001046 0.00010895 9.93e-05 0.000106 3.405e-05 0.0001074 0.0001786 0.00013155 0.00019365 0.0001199 0.0001078 0.00018135 9.945e-05 2.88e-05 2.935e-05 2.915e-05 3.005e-05 9.895e-05 0.000114 0.00018445 0.0002356 0.0001089 0.0001786 0.0001387 9.905e-05 0.000109 2.985e-05 0.00010425 0.00014145 0.0001392 2.975e-05 2.95e-05 0.00017165 0.00011 0.00010945 0.0001133
9 0.0001133 0.0002131 0.00016335 0.0002345 0.00011345 0.0001866 0.0003141 0.0001378 0.0001096 0.0002022 0.0001622 0.0001809 0.0002114 0.00021145 0.00013785 0.00018695 0.0001361 0.0001361 0.00019475 0.00010725 0.00010925 0.000107 0.0001347 0.00021035 0.0001056 0.0001356 0.0001086 0.00016265 0.0001397 0.00018655 0.0001836 0.00013605 0.00013795 0.00018935 0.00019015 0.00010675 0.0001101 0.0001867 0.0001117 0.00013655 0.00016265 0.0002099 0.0001807 0.0001108 0.0002114 0.0001364 0.0001818 0.00018825 0.0002401 0.00018495 0.00013525 0.00010865 0.0001399 0.00013665 0.00011495 0.00010735 0.0002131 0.00020885 0.00026365 0.0001882 0.00018305 0.00010125 0.0001378 0.00010905 0.00011305 0.0001125 0.00011455 0.00013595 0.00018665 0.0002105 0.00031055 0.0001086 0.0002131 0.00020705 0.00013965 0.0001087 0.0001147 0.00014105 0.00016225 0.0002077 0.0001132 0.00010635 0.00016215 0.0001829 0.00019015 0.00018315
